;userid;traid;rating_count
68;user_000001;0794976b-7e6c-4447-b41c-3bcfcfaf7471;1
69;user_000001;079cafd0-2b58-40a9-bf36-014f10d71a01;2
70;user_000001;07ae32f3-f0aa-4479-bb2d-bc6737a4df44;8
71;user_000001;07af4a05-5d2d-41d2-9cc4-24749d1284ad;21
72;user_000001;07f3c090-150e-4512-9382-5dc3a8f33262;6
73;user_000001;07fc5d97-b5c8-4fcd-ba52-d892c2a78ebc;4
74;user_000001;080e5eb5-29e3-4d99-850b-41248eea2979;5
75;user_000001;081e4190-954b-4dc5-86f4-f7bd1e39e48c;2
76;user_000001;089ed07e-8d54-454d-82bb-6e5791980b00;3
77;user_000001;08ae086e-10b1-4192-8bdc-392b312c3d36;2
78;user_000001;08cc9791-ac56-47d6-ab99-62bb97370dca;6
79;user_000001;08d298e0-b9fd-42be-9abb-85af97a2de98;1
80;user_000001;093e5b53-d25e-4e26-9479-285508e19b33;21
81;user_000001;094ff285-f2f8-4a0b-b01c-b06baea2ae56;1
82;user_000001;096ae694-2d8f-4c4e-98d3-c026a480de1c;4
83;user_000001;096f3b77-48f0-4ae3-bf84-79e451e06578;2
84;user_000001;099b0cba-9804-4ea7-8f98-7715c6f0bc64;2
85;user_000001;099eaa23-3846-4670-a4d2-ca909b7b1f15;1
86;user_000001;09a00f79-8853-4af2-b117-72c3702726e0;1
87;user_000001;09d88c26-5457-4bc2-8c07-881dc5c94686;1
88;user_000001;09f53995-be56-4d34-9a04-d977fdc04a5e;2
89;user_000001;09f6bbe2-f7ea-4330-a2f5-fdf0d283154f;1
90;user_000001;09fbe958-7e1a-42dc-a979-604a5af554eb;12
91;user_000001;0a31d4bb-b49a-4e83-a5f7-8f50e7bdb84d;2
92;user_000001;0a492eac-07a7-46bb-93ec-2cf33ff233d3;2
93;user_000001;0a5e8c50-50cc-4b90-8e6d-39ca4069cb32;4
94;user_000001;0a85de87-ab60-4b07-a633-946fb764dd63;14
95;user_000001;0aa6240c-4e7f-403c-8e80-162321a9d415;3
96;user_000001;0aa7be96-678d-4b2f-98ff-68624af0e019;3
97;user_000001;0ac819d7-68b3-45f5-97a2-e6018fc959b7;1
98;user_000001;0acd6ec9-a02a-488d-964a-2ac83a43459d;1
99;user_000001;0ad80d21-b5a2-44d2-af29-3dad822a0e0c;3
100;user_000001;0afa2c60-c501-4f01-8468-c8156df85ff1;2
101;user_000001;0b00437a-d7d4-45b7-b4f0-d21700f5d749;17
102;user_000001;0b04407b-f517-4e00-9e6a-494795efc73e;7
103;user_000001;0b0bf1ba-1fbd-472c-818d-368c39824ba1;4
104;user_000001;0b1bfcbe-3428-46e1-9309-861f33e5438e;1
105;user_000001;0b2442a0-82e5-42da-b6bc-3c629812ce11;1
106;user_000001;0b299442-5bdc-43f8-bad1-fe722e7443ca;7
107;user_000001;0b387abb-4ad6-4dc5-855d-e6a4df608df0;23
108;user_000001;0b4a698b-9dd5-4e12-9be5-abba8fbd560d;4
109;user_000001;0b5c0212-0736-447d-951d-99038ff4e526;30
110;user_000001;0b65902b-248a-4765-a106-533c27d2455d;1
111;user_000001;0b778271-1901-472c-95fa-8996535e4c8f;4
112;user_000001;0bbef2f6-b715-4580-b147-c5c9c1c2174a;1
113;user_000001;0be48596-37ae-4032-8bc2-49917222a103;3
114;user_000001;0c36a5f8-a21c-438e-9393-575284e01c42;2
115;user_000001;0c555f54-7906-4101-9db8-b7a2a8ffb7fb;10
116;user_000001;0c5a527f-ec29-4260-bd42-475735e98048;1
117;user_000001;0c6251fe-a83a-4501-9329-8cebcfed74db;1
118;user_000001;0c7fff3a-deb0-4649-a0c6-bf6a7aaceec4;5
119;user_000001;0c87fb5e-1b95-4fd7-878a-ca3efef5af9a;3
120;user_000001;0ca972b7-4faf-472f-b18b-c1e7e5096bb3;1
121;user_000001;0cb8b935-99a6-4aa3-a3a7-d568caec2117;7
122;user_000001;0cedcd6c-81b9-4d1f-b2e2-05bcaab021ae;1
123;user_000001;0ceeec7e-51c2-4051-a209-39fc01f43870;1
124;user_000001;0cf3a110-b1bf-4274-9cbe-42f70df4d59d;6
125;user_000001;0d12df2e-7e87-4421-b975-1b25c1e3949b;7
126;user_000001;0d5368bc-9c49-4d08-918d-b9f32c56b621;1
127;user_000001;0d612270-9a01-42ad-9375-2e7b353028c2;4
128;user_000001;0d94ad3e-10ff-46f1-ae74-4f4f38fb69b4;4
129;user_000001;0dc5983d-8253-4fa4-a008-29b9f16ccee2;2
130;user_000001;0de48d4c-5110-4846-9ef2-61c4dfcce39e;3
131;user_000001;0e10ebb6-3680-4d4b-8d63-305ad512b39c;3
132;user_000001;0e1da79a-14a2-41de-a2ed-b4aa9de40c62;2
133;user_000001;0e432672-675c-42fe-b164-d7fd728c0cee;1
134;user_000001;0e86fbe1-6fa3-4e73-92d6-d71e9044149c;5
135;user_000001;0ec61619-5562-4fba-8194-fcfea845b6ac;1
136;user_000001;0edf905f-4407-4e5f-8410-e50c3d71c8ac;13
137;user_000001;0f23411a-8dc5-44a9-9cee-4f22ff28227c;10
138;user_000001;0f304da7-b86c-4a09-ad19-9ad3767dbd27;15
139;user_000001;0f321a30-3c53-4f86-b88c-a8fc5d212a65;2
140;user_000001;0f33ded5-a201-4d00-b324-a9084805473e;5
141;user_000001;0f39a3b2-b0a3-4998-9a00-19743988d790;1
142;user_000001;0f3ec125-1f43-4f26-bc0c-ebf558e3c6cf;1
143;user_000001;0f5d5a2e-c3c4-44c9-894b-bfdc01d75915;2
144;user_000001;0f6f9a8d-7900-4a1b-95d0-7cc458ea1a5d;6
145;user_000001;0f71b760-167f-4248-81a3-e03203ef176b;2
146;user_000001;0fc53a4c-5e4b-4c98-9001-49197f757f40;1
147;user_000001;0fc861d0-4c3b-4a86-8f5f-c69fb54b2c41;20
148;user_000001;0fce9d3f-ee5c-4bf4-8c8d-a101b49eeacc;1
149;user_000001;0fcfc578-1184-444f-88e0-0264088954a3;2
150;user_000001;0fe3f36e-6555-4acb-b462-5bc2359713e0;4
151;user_000001;0fef630e-df3d-4880-97b6-06eb3e2767a7;8
152;user_000001;0ffa568d-1004-4d03-97f6-7bdb5a527a90;1
153;user_000001;100eb491-d7ff-4915-ba5e-fe16d9223d82;1
154;user_000001;100efdc8-5387-4526-9cf7-383a7aba19dd;3
155;user_000001;1024554e-4462-49c6-a2ae-28da0178a085;3
156;user_000001;1050bab4-a557-4e16-be23-a3d0f905924b;1
157;user_000001;10697c6d-862a-4622-85b9-b139c6ada2dc;9
158;user_000001;10adf78c-6ced-4bd5-b524-b1d99994e1df;1
159;user_000001;10b3772d-e300-46a0-b456-415edaf60507;2
160;user_000001;10bc45ed-1e0a-45cd-9ffa-4cd7d701dd03;4
161;user_000001;110727dd-c03e-4855-bd50-db706c6893db;9
162;user_000001;110914fd-21ff-4d73-ad8c-8bbda856771c;1
163;user_000001;110f117b-9fb3-4394-a983-934b9cd7d052;1
164;user_000001;1147fa15-cf30-4e45-9a19-39b1f3763797;4
165;user_000001;1151b040-8022-4965-96d2-8a4605ce456c;8
166;user_000001;117770dc-5713-44fa-a383-8fec06104e26;6
167;user_000001;119c7eed-8cdb-43ab-9c4e-33a03882b931;2
168;user_000001;1203d0a0-6be4-4482-ba8f-39d20f4ee55f;3
169;user_000001;120bb01c-03e4-465f-94a0-dce5e9fac711;2
170;user_000001;123f9fa0-0063-4321-9744-54ba5f284043;1
171;user_000001;123ff6e9-9342-426d-814e-cc0b83716745;2
172;user_000001;1240dd0d-280a-42fb-a5d3-061474e70991;6
173;user_000001;12412592-3920-4230-a720-7ccde9c34dd1;9
174;user_000001;125ecfef-323f-403a-9171-af5c1074470a;17
175;user_000001;125f3c72-1447-4652-87d3-51f01521e876;7
176;user_000001;12b8881e-6f34-4ec5-af41-c0bfdcb2095d;2
177;user_000001;12dbdf06-8d2e-450a-8e9f-b427a5bbdc7c;1
178;user_000001;12f4df22-6445-4f8a-b14e-4f6691a18a9e;1
179;user_000001;12f51bfa-b203-4fde-9957-b23b20998aa5;5
180;user_000001;1307b7f6-c826-4e75-8041-2790a78f4a24;3
181;user_000001;1342d65c-1ef8-4522-b5cf-277f018518a7;1
182;user_000001;135c2276-a69f-46b4-837d-c51645bc0863;6
183;user_000001;1361c425-96a8-4d64-97a5-53e4422339ee;2
184;user_000001;1371a830-f142-437e-825f-42bc202ed5de;1
185;user_000001;13733677-69bc-427d-ae7f-1f2e70538e5f;15
186;user_000001;13978bbd-f942-4828-9961-aaecb288a1f4;3
187;user_000001;13d60edc-e1f9-4a46-bbce-2898a516941a;6
188;user_000001;13d9cf65-47e5-4d24-956c-623097e51c89;6
189;user_000001;144e5dcb-ad72-404a-9d27-dda53e217699;1
190;user_000001;144fdeef-18c7-41b1-a2f7-639b21944b45;2
191;user_000001;14725b7f-657f-4b68-b7ba-6b7c74ea67dc;12
192;user_000001;147a2541-a29f-4043-822e-e50f77a2490f;4
193;user_000001;147f1491-15a8-4cc4-a76d-3d24684296c5;1
194;user_000001;1498fc1a-81de-424a-adc9-b0ffd1821a93;1
195;user_000001;14a61283-99dc-4fcb-91f3-298bcb076d2b;2
196;user_000001;14ac18f5-8ee5-4efb-a358-e12acdbe0f2d;6
197;user_000001;14b83a53-f048-4009-a5a9-124b605ab4b9;1
198;user_000001;14be1cd8-27c8-4a8c-a6a7-2fd4fa521e9e;2
199;user_000001;14c28b76-c157-48fb-9f82-c407c5687809;1
200;user_000001;14c3afc8-4dff-47ae-ae61-7e6c3d5a285d;1
201;user_000001;14f3f3b8-5750-4343-ab9b-30de8ed78ebb;10
202;user_000001;15642553-2e5b-4f8b-b3b8-e37ded529d96;2
203;user_000001;156ffacb-ba7d-41cf-b503-feec205275be;1
204;user_000001;15cca8ae-f1c7-45dc-bfba-7536355275dd;2
205;user_000001;15dd15f3-c0b9-4fa6-b290-44c0ddf83404;2
206;user_000001;15f3f1f1-6b23-449f-9726-06ae511c7d6c;1
207;user_000001;160e2a47-f8e7-446a-9b69-ba877845dee7;8
208;user_000001;160f2231-9b34-48ce-a8a6-0321eebad781;4
209;user_000001;161716f8-8fd4-495e-8859-b7c7de480030;1
210;user_000001;1618b28c-2de2-428a-a460-fbe451b5fbde;1
211;user_000001;1632ab1d-a382-434c-8aee-1f3c9ac7e0f4;7
212;user_000001;1647db78-846c-4323-977a-52b9a8e32be2;3
213;user_000001;1669418a-b796-429d-8ef6-033fea0a079d;16
214;user_000001;16703785-f5e7-4822-89f3-a653ca7ea0fa;1
215;user_000001;16c5a183-db81-44cb-81d0-d32b1814ae0d;1
216;user_000001;16da8da3-8327-4acc-bd86-70089e8affb5;2
217;user_000001;1704289f-6be3-46f4-9e4f-552edd066316;2
218;user_000001;170f786a-6f53-4c87-9d0a-5b1ebe9b1f33;2
219;user_000001;17325c07-d524-4709-9a1f-eba05b0bec1f;5
220;user_000001;1742d7eb-1f2a-431e-9cf4-3547f7d13dd5;2
221;user_000001;178e357a-d996-4308-bf3c-18575166a903;2
222;user_000001;17abfe47-bd84-4e6d-b584-2ba2a5973a36;4
223;user_000001;17f49632-749e-4438-9bd7-3014579a37cb;8
224;user_000001;183c5ae4-f61c-42c1-83eb-a9bb7e0d6776;9
225;user_000001;184db813-033a-419e-a5ee-d81db3d4334f;16
226;user_000001;18650c9a-53ab-4be9-ba67-88e9247f60f7;1
227;user_000001;188ba6d6-43dc-4366-be63-ca19a8f453bb;3
228;user_000001;18dc681f-3936-48dd-aa7c-0c62fec7ab81;1
229;user_000001;18e3e800-2d0f-4b9e-a02e-1567678089b1;13
230;user_000001;18f0ddeb-03ba-46a5-9afa-a2cc89627b20;1
231;user_000001;191545f8-2ffd-4cdd-ab0e-9729f13177cd;3
232;user_000001;192a92d8-f8e3-438d-aa1b-332ad3721a16;2
233;user_000001;1937cf62-68da-482f-86d8-7d2f20da9934;8
234;user_000001;194fddef-89b7-480c-9234-d3c7321c69e1;1
235;user_000001;19550516-2be7-43e4-a181-595ecc617006;2
236;user_000001;19853c9a-49e5-4800-948c-b29c180ed9ba;2
237;user_000001;198f7573-7e88-409a-9540-57e20a33b41c;1
238;user_000001;19bb6d5d-8e3c-4113-8dd1-ac3289d6363a;7
239;user_000001;19c91b7f-3d6e-4ffe-95d5-b0f00e7a319f;2
240;user_000001;19d1c947-fea8-459a-91cb-6bab92903937;2
241;user_000001;1a109f7d-eeaf-4954-b87a-e2d8c79a3a68;1
242;user_000001;1a1c60f5-2406-4f54-a4e9-caa8bd4b63a0;4
243;user_000001;1a2dbb25-5e5f-4452-beb2-81f3ec87e77e;5
244;user_000001;1a512de3-fbef-4236-a33b-034d1141faa8;1
245;user_000001;1a656abb-c66b-4529-a0e6-de30ce0a0292;7
246;user_000001;1a7820d4-fe5e-49de-9c51-720612957944;10
247;user_000001;1a793989-a985-4dbd-9204-ddf30ae5f341;5
248;user_000001;1aa0545f-a151-4342-8dcb-198637065e95;1
249;user_000001;1aaed504-d6e4-4be0-becd-ab1f13edfb25;8
250;user_000001;1ab999b1-48f7-4115-9902-f99a0da19c2b;11
251;user_000001;1acc9160-91dd-429f-a483-69eeb1b76118;2
252;user_000001;1aed0f8d-2ad1-4ed7-abca-5acd98e37745;7
253;user_000001;1afc2984-b4d2-454b-910e-0828a1c187cd;1
254;user_000001;1b2053e7-fb9e-4b7e-8ec8-548d4f42cafe;15
255;user_000001;1b5d1443-8859-4bf4-90b9-7252d2e50cbe;1
256;user_000001;1bb69702-4786-4cb2-80b0-b1fd5db996a3;2
257;user_000001;1bf2156c-1a62-4f60-ad39-87e797709c59;1
258;user_000001;1bf47ee7-2b7a-4c39-ab06-5cbf84cd558a;1
259;user_000001;1c0377bb-c00b-4bbe-b4b2-615f13324adc;1
260;user_000001;1c061863-1d3e-4066-aa93-5c9ce0bf72f2;1
261;user_000001;1c13aac2-9c9b-4ea6-b6c6-d8a76299798a;5
262;user_000001;1c20695d-fc35-455a-877f-ae35bd0cd98e;2
263;user_000001;1c27ef1a-5b70-4ff9-8498-d7b9d6cbb5fb;2
264;user_000001;1c2f8172-a0d9-4c10-8700-43ed23a4f62b;4
265;user_000001;1c3c026e-d4dd-4a80-9377-fb27f1f92e13;6
266;user_000001;1c558d0d-34fd-44e1-9abd-28f86d454cf7;3
267;user_000001;1c658e29-3296-4323-b1f1-c7f954577f85;1
268;user_000001;1c6da765-da50-476b-a000-61e7cf45ded8;7
269;user_000001;1c75945d-995a-4d5d-8508-a0d5b54eacf1;1
270;user_000001;1c7d6062-21b8-4846-b212-552b3a3c3572;1
271;user_000001;1c86f998-a136-45f1-a766-c32d8da3e050;8
272;user_000001;1c908d26-c185-42f2-8a37-ff564c7b2e24;7
273;user_000001;1c911a25-7c05-44c4-9cd9-fae6eb4fff81;8
274;user_000001;1caa8a9f-d122-47b1-b734-e5e68fda9dcc;6
275;user_000001;1cb66648-1491-436e-bc29-768df3b321c5;9
276;user_000001;1cb870dc-5867-495a-9cac-1d54d84ff9fd;1
277;user_000001;1cc45902-de2a-453b-ab82-5184f5949faa;7
278;user_000001;1cd6bd0e-08e6-47de-ba1e-94c9f11f5bf3;14
279;user_000001;1ce02eec-f0df-4ef1-b01e-b11ef49c183d;1
280;user_000001;1ce80fe7-d783-4d61-ac2d-0f0be2964638;1
281;user_000001;1cf0aab4-25a3-4e73-af31-152e17fc073d;1
282;user_000001;1d2ef003-7c0d-45cf-a21d-d54a9cf2b660;7
283;user_000001;1d3b3b32-2e9e-4bf4-98f5-49a377d00ad9;12
284;user_000001;1d4e37cd-4161-44dd-b3aa-4a754c5c842c;3
285;user_000001;1d5cf1f3-f5d5-4101-9b72-81583233cf9e;1
286;user_000001;1d636f80-891f-43a0-91eb-8f763cf53819;5
287;user_000001;1df11035-0a12-4bce-ab72-41bbd0f9fde3;1
288;user_000001;1df4aabc-685d-4835-99d5-e9308f56598d;1
289;user_000001;1e22456f-fbca-4492-afd8-a3d16b4b6bd7;1
290;user_000001;1e3668b5-3053-40f7-8bda-0ba987b37cbe;10
291;user_000001;1e3ce216-c65f-4ab8-89ad-3b728832160a;2
292;user_000001;1e447232-2baf-4f3d-851c-20f0a827b755;2
293;user_000001;1e52707d-8ea7-4812-9e16-4382cd839feb;2
294;user_000001;1e6561de-169e-4479-a82d-b001f58917a7;3
295;user_000001;1e6e3ffd-3c1c-4b56-9a45-95110a0330f8;18
296;user_000001;1e8efb50-40b8-4739-8abb-97e9650d7f6a;12
297;user_000001;1e92708c-9029-4ba5-a297-165634e9005b;6
298;user_000001;1e976d48-d641-402c-a72b-cc0c3bdd07ce;3
299;user_000001;1eacb3ca-e8e1-4588-920d-1187dcb8ca79;11
300;user_000001;1eaf064d-eb4d-42ec-8dea-1389cb2a6f21;1
301;user_000001;1f0cd299-f6d5-4e94-a98d-cd9d1736b511;4
302;user_000001;1f0ef605-adb3-4dcb-9902-45be304276c5;3
303;user_000001;1f1df547-0e80-4b8d-b29e-bf3f137fcd8b;12
304;user_000001;1f2685b1-6e41-4abe-a178-17de16c95d3c;8
305;user_000001;1f2d9da9-7f7b-410e-83cb-9ec281003d07;1
306;user_000001;1f584c4a-597b-4ca0-80db-7524f7767342;2
307;user_000001;1f5bc08f-676a-4525-afb6-b4e25d2f87ad;2
308;user_000001;1f5c116a-0bf1-4167-8689-28e0c3d1d0fd;2
309;user_000001;1f70f63d-d6dc-4fb7-bc89-de8ac5d8762e;9
310;user_000001;1f7d4955-5f8b-4383-a1ad-9b78c07c30d9;1
311;user_000001;1f937038-fb59-467c-9325-c61939e48056;1
312;user_000001;1fcbd4d4-b2e6-44ae-b0e3-a331b39e286a;6
313;user_000001;1fcf5c02-1bec-4b8d-94bc-9158154cc8c5;2
314;user_000001;2017be4b-b95f-4977-9669-cdcafc454a70;5
315;user_000001;201c5757-5905-4bca-96f3-cb07f6e9247a;2
316;user_000001;20314539-975a-4d6b-8b0f-cfe0e3fbe7f0;1
317;user_000001;2042e6d3-eb99-42e3-92ef-dd3e07a28c5a;13
318;user_000001;204b039d-07da-4ef8-9edd-177a425776da;1
319;user_000001;2069e47a-e6cc-4028-b187-aeef041b9c85;1
320;user_000001;20a5a368-3f4d-433b-897c-aa58590de72e;27
321;user_000001;20af32c5-38f3-4717-a65b-8dcb26ce53b8;2
322;user_000001;20b12810-d82e-49bb-8ba6-556d246c44c1;2
323;user_000001;20b44432-7efa-4479-872b-0acd8416982d;2
324;user_000001;20cc669e-2d55-47b5-9595-150081a208fc;3
325;user_000001;20d76ae1-bbf2-447c-9303-13813ab500b3;5
326;user_000001;21034584-dc53-4a0f-a84c-0a1e54d6caf7;1
327;user_000001;21179326-9c43-4537-a239-321615e4a314;5
328;user_000001;2130811e-45ca-47e0-b09e-c651d443b42e;1
329;user_000001;213837d4-0582-49f0-9e45-977f92918323;42
330;user_000001;216da7bb-161f-4fdb-a740-46bd71fcbed0;5
331;user_000001;21b06466-19bd-4089-808e-5bb762dab782;8
332;user_000001;21d2cad1-a9a7-451c-9014-c9102c1bf130;1
333;user_000001;21d4de19-338a-41c9-883e-35fd849c2f02;8
334;user_000001;21f541d2-05bd-4de6-b2e6-9eefb18491f3;3
335;user_000001;222ac399-5390-433c-9f1a-e411366ddbf4;20
336;user_000001;22769300-9f06-4533-9739-d9a0437cbc94;3
337;user_000001;2299f273-35ab-4b2d-887a-f0a0913f68cc;2
338;user_000001;22fb2531-6d19-4440-95b0-dfd57a0100dc;1
339;user_000001;2308390d-30ca-4c4f-b736-37a795b8e719;2
340;user_000001;230c2aba-2597-450a-9a39-649d87d683ab;2
341;user_000001;232a23d1-cc9c-4176-a754-9aa070f2353a;2
342;user_000001;2336871f-4df6-4731-94b0-c04ca4b39f23;3
343;user_000001;238352a4-fa04-4025-a711-5b2c74d81164;2
344;user_000001;23871649-3c1b-47d3-b9a4-106355586a0e;1
345;user_000001;238aad82-d59e-432c-9008-a04b90b265bb;1
346;user_000001;23afd3e8-08bd-48ba-ad1e-47f226e64781;3
347;user_000001;23b04828-ab15-46c3-b2fe-4bcdad1474a0;8
348;user_000001;23b32472-5dd1-4d8c-a3a2-b7875d91758a;6
349;user_000001;23ef940e-6bf4-4686-8125-9779341737b3;6
350;user_000001;24209551-78b2-4414-907b-ce1ceaeb35cd;1
351;user_000001;2434f2e6-f5ba-4e4a-8b18-ed4a62614dd7;5
352;user_000001;243e4c5e-9795-47eb-af9d-28711a97a8b6;1
353;user_000001;24402a0e-2ec5-474e-a66f-63b50ddd67ee;1
354;user_000001;245972ee-9598-4966-9f3d-373fbe934cd1;7
355;user_000001;24aaec6c-9e64-4f25-a72a-c11e232872ea;7
356;user_000001;24c0c20c-2b94-44ca-8c84-f6a8516e9a47;2
357;user_000001;24d44a06-fdd9-4095-980b-acf78ca6daa1;11
358;user_000001;252cd724-0b8f-4602-988b-1a826293a91b;5
359;user_000001;25468ae3-dcd7-4be9-9b56-fda359149ada;1
360;user_000001;25572512-d18d-485d-8dd3-e20708b7c0f7;7
361;user_000001;25977392-c83d-48ea-8631-82be3d3ef8cd;4
362;user_000001;25cef768-03f2-43c1-93a2-2f63be1c702f;2
363;user_000001;25f78dc3-1c44-4039-8835-f088e5a7686a;1
364;user_000001;26040931-6cf0-4a03-b8a3-96477c390288;27
365;user_000001;263195ce-fd21-4f95-a229-a66c621227f5;2
366;user_000001;264d5eb3-ab9e-455d-a3c4-7f528c7b82fe;2
367;user_000001;2658934a-2096-4b51-99cf-62979909c3d5;12
368;user_000001;268b6266-29ce-4822-9f58-70034a8edb4a;19
369;user_000001;268baf7b-f29b-4c31-b2a4-60f9398c1f0b;17
370;user_000001;26d75afc-a25c-44e3-a4ff-442eb5b42a8e;5
371;user_000001;26d7b347-a2b1-4136-b7d6-dd5518821dc6;16
372;user_000001;27000e34-2c33-4aab-8f02-edf50eb03a54;10
373;user_000001;27126488-4aa8-4925-bb04-97c4b717333e;9
374;user_000001;274f7902-9df9-419b-ab3d-e5844dbd7a42;1
375;user_000001;2758d5cc-75b1-426b-b6b4-05946a0b3286;1
376;user_000001;276ca8a9-0502-4828-882a-5fda89c82d35;5
377;user_000001;276de111-33f8-46fe-b0b6-e30229c54a20;2
378;user_000001;27c9c25a-0cf1-4bfa-a232-1ebe111a5f6d;1
379;user_000001;27dd7c6d-7798-448e-aca3-9aabc1ff6260;1
380;user_000001;27e6ab73-7bf8-4304-9625-c48a3708cd7d;6
381;user_000001;27f672f1-2dac-455b-8841-19e950d6f737;17
382;user_000001;27f8ff45-675c-47e3-a17c-f92d6fdb5794;9
383;user_000001;2835758b-a61b-48a6-b69c-84836e2df070;1
384;user_000001;28a7b982-6516-46d9-a3aa-6012e1e6dafa;1
385;user_000001;28cd1f64-a805-43ea-975e-5f40159d7c36;5
386;user_000001;293ea1b0-9ce4-44af-a46e-ad699975ba74;4
387;user_000001;29653eb0-b5ce-46a9-a414-cf26c3ac665f;2
388;user_000001;2991db42-3b19-4344-a340-605ac3fbd7e9;1
389;user_000001;29b6b62c-5426-4257-a3de-56b5cd623e32;12
