;userid;artid;rating_count
33;user_000001;10e81d7d-0d0d-4b73-9cf2-3d2100aa8459;3
34;user_000001;10eefd5b-d22c-46d0-a90f-96bbf75a42f8;36
35;user_000001;1239d1bc-cc09-43e0-bcd0-374f60346138;3
36;user_000001;125ec42a-7229-4250-afc5-e057484327fe;1
37;user_000001;1292906d-cd67-4158-a3d6-19c7c9df3e8f;188
38;user_000001;14a4bc78-1c2d-4ca7-8d1b-9b58076a2a17;15
39;user_000001;14b12cd1-d6d8-48e2-bc09-b17fec6ec23a;21
40;user_000001;14dbdcb4-dbc1-49dc-b950-6815b06c13cf;2
41;user_000001;15388d42-9197-4ca1-9ffe-240f763b84cb;11
42;user_000001;153c9281-268f-4cf3-8938-f5a4593e5df4;1
43;user_000001;1796517d-9ff0-4f4b-ad34-1fc6f9f0f678;4
44;user_000001;17d69e72-9cf2-496f-aa64-ba238de2087e;2
45;user_000001;180c238b-4cdd-4f2f-bcc7-bbdd93d68997;2
46;user_000001;1859d58e-9f33-4004-8732-1d583e7a0dd7;61
47;user_000001;18b148bf-17a7-4b2e-8dc6-04502bfc73e7;2
48;user_000001;18d33ad8-40c3-4a27-bd6d-55f78fc455e9;3
49;user_000001;1946a82a-f927-40c2-8235-38d64f50d043;4
50;user_000001;1a120ec5-35b3-4f3e-aa49-7201550d9feb;2
51;user_000001;1b5fd405-d029-4d42-9275-8fc6ed917cf6;96
52;user_000001;1c15deec-f162-48dd-a759-f79cc64f5382;2
53;user_000001;1c6ef3f5-a5b8-4cb5-a9fc-9026fc4bb557;6
54;user_000001;1c70a3fc-fa3c-4be1-8b55-c3192db8a884;268
55;user_000001;1cfbc7d1-299c-46e6-ba4c-1facb84ba435;2
56;user_000001;1de9f518-0e41-4ddf-a236-0228482d9c88;2
57;user_000001;1e48cdae-b68d-4cd0-bfba-a78ad30d2e9f;36
58;user_000001;1e68e986-e1f7-42ef-be43-086c858db02e;4
59;user_000001;1f9df192-a621-4f54-8850-2c5373b7eac9;2
60;user_000001;1fb15a78-f73c-4583-8090-ea5e6cfd7e16;6
61;user_000001;2003b17e-7237-4135-a9c7-0dd9da71ac8f;3
62;user_000001;20587005-7a2a-4b96-8f34-bc643bc4b60a;22
63;user_000001;20e5ca41-9bc6-44df-a55f-63ff2b5edaa8;7
64;user_000001;20ff3303-4fe2-4a47-a1b6-291e26aa3438;4
65;user_000001;21267448-e8aa-40f5-90cb-f9ef26ccc009;2
66;user_000001;2244c07d-db3d-40b3-9d47-cea23ee6fe4d;22
67;user_000001;225775a6-0b27-471a-9f91-2be4aa8f8b84;19
68;user_000001;248fad91-850c-4391-8809-53e3a4d0511e;1
69;user_000001;24e0aaa1-7961-4ab8-865e-e736226e41c9;1
70;user_000001;250504d4-eca1-4b23-bea6-db1dc7d2eaf9;21
71;user_000001;252c9f8a-be04-4146-b73e-a24696b2f5ed;55
72;user_000001;252db358-adfd-4fdf-8f00-d22e9f547097;2
73;user_000001;26824a9b-fb6c-4b77-8cef-bf90177ac22c;8
74;user_000001;271083cd-6c9d-467a-89ef-d324aca2109d;3
75;user_000001;27613b78-1b9d-4ec3-9db5-fa0743465fdd;8
76;user_000001;278db520-adb6-4d27-a770-7539fa2e33b7;3
77;user_000001;27decac7-06de-4a04-ab45-d214dfae5d19;3
78;user_000001;28111158-241b-4192-96be-6130af9d2e82;3
79;user_000001;284828d4-515a-4ffa-b72b-d37e915cfde7;3
80;user_000001;292f77b4-3a9f-4cbb-8be4-b4a1367464f4;113
81;user_000001;2943c2c1-497e-44b7-aaf7-521bd1ccf95e;1
82;user_000001;2a6645d3-f685-436b-985b-69a25988933c;6
83;user_000001;2a688994-b4b2-4a0f-986e-0bf94bba52a0;4
84;user_000001;2b87e134-b4a3-48d8-afac-9501d4c6e931;23
85;user_000001;2bdbab0b-c579-4b30-9797-8b93dc06dab2;2
86;user_000001;2ceaa36e-c742-4ecd-ac28-7dc80463a7df;8
87;user_000001;2dea2870-5f17-42f7-ac32-d76ccde70dbd;2
88;user_000001;2df0af01-05d9-425f-b45f-45940a3267ef;38
89;user_000001;2eaf8919-f45b-41db-8498-acb34ac2d970;25
90;user_000001;2ecccf00-1465-4cc1-8f12-3acf1edd2fa7;23
91;user_000001;302adbf9-b038-44d5-b663-942656207ac4;2
92;user_000001;309e2dfc-678e-4d09-a7a4-8eab9525b669;7
93;user_000001;30b39f11-2f7b-482c-b3b2-21fd5d30b556;3
94;user_000001;317c9a2f-039b-4684-a6e7-4f2ca630b5ae;4
95;user_000001;318c02c2-d766-4843-9035-e186531fc98c;4
96;user_000001;321531fc-db73-4ffa-a959-61a61a2908c1;42
97;user_000001;32879572-01ea-48f0-8f25-8acb38fee26a;1
98;user_000001;32a92586-6f9f-4882-b168-97fd60a99b6d;1
99;user_000001;32efee7c-4e74-43fa-9446-6cc8144efa59;4
100;user_000001;33672b7a-91e0-4167-8725-a1897584a0da;40
101;user_000001;336f2e14-b064-45c8-8b2a-01663a0bee64;1
102;user_000001;3376bc9f-c766-4a7c-8792-c1c938587e00;1
103;user_000001;34076bad-179b-4c83-9337-0c010b595640;169
104;user_000001;343ce4fa-54b3-47b8-bd27-b379cf50f7ff;10
105;user_000001;348f3a5f-5112-4d72-b33b-11c60b4f9af2;2
106;user_000001;35fbde6c-62a9-4687-b19d-8cdc2d29b29e;20
107;user_000001;36081add-59bd-4603-ae06-5b46ffe8f8df;4
108;user_000001;362c82e7-1367-4204-9541-828b302e4349;4
109;user_000001;371c8525-8111-4497-83ba-1ead9d7ed148;2
110;user_000001;3747a980-16ad-4ab3-9f35-d00541d14560;5
111;user_000001;383bdefa-29cd-4224-ba9e-112d5ace3a17;8
112;user_000001;3844f7d4-36e7-410b-ab13-3ce30da97a5d;11
113;user_000001;385d09fa-1866-408c-8d15-9c7324494463;2
114;user_000001;38b36d28-8f67-47ef-9333-ef666357440c;4
115;user_000001;38fd1c6a-ba2f-400a-926e-f88fac8583cc;1
116;user_000001;39ab1aed-75e0-4140-bd47-540276886b60;22
117;user_000001;3a238c56-3790-4a6a-89af-4aa0c71fa732;1
118;user_000001;3a5417b1-527f-493e-a6c1-1b4014e218ba;1
119;user_000001;3abc3eb1-7318-41d2-a52b-cbe14a14d8a0;9
120;user_000001;3b55eb41-78c8-4048-acc4-f5b25af84733;11
121;user_000001;3bd76ebe-c7dc-47bd-a8af-9e46d2a4f782;1
122;user_000001;3c174d9d-139b-4fa7-8f0b-ae8eceb4271c;6
123;user_000001;3d05eb8b-1644-4143-9a61-b28e33c4d85f;146
124;user_000001;3d2cd44b-9e77-4249-9d37-d8028e756693;158
125;user_000001;3d403d44-36ce-465c-ad43-ae877e65adc4;79
126;user_000001;3d99fb84-2253-4efd-9562-eea46b087f7b;6
127;user_000001;3dd35366-4551-4818-bc87-c0fd83f002b1;3
128;user_000001;3e21b377-e8c3-4a02-935c-792185c0f6bf;1
129;user_000001;3e666fed-7b13-40ab-ae51-2d30d137ca61;1
130;user_000001;3e7321b9-095c-4689-a086-eb75fa750157;26
131;user_000001;3e99bcb1-c8e6-41ea-807a-4d8194e89a33;3
132;user_000001;3f6ae36d-ffdb-40cf-98e6-8023cb1c41c9;21
133;user_000001;410c9baf-5469-44f6-9852-826524b80c61;21
134;user_000001;42170037-440a-42f8-b5e3-af096e3784d0;9
135;user_000001;42edf21b-2dda-4382-aa6b-49b6483bcf73;5
136;user_000001;432ceff3-07b7-455b-9d78-e2a9ab615c2a;1
137;user_000001;4342cf80-7c06-4402-a431-457e77310474;2
138;user_000001;440cb8ef-cee3-4711-8408-b1bd6e93f390;256
139;user_000001;45bdb5be-ec03-484f-b58d-d22afc944b24;6
140;user_000001;45e00f0f-f52b-4db8-a480-cf87b71c4800;2
141;user_000001;463a94f1-2713-40b1-9c88-dcc9c0170cae;18
142;user_000001;46e8a8ee-d2cd-4165-9725-02f72d0027a9;11
143;user_000001;470a4ced-1323-4c91-8fd5-0bb3fb4c932a;1
144;user_000001;472fcf2f-eaa2-44a2-8e8f-2ecd23cd0fc7;30
145;user_000001;4742d214-23aa-4f14-9575-cc73b2859159;26
146;user_000001;477d1c52-3100-4493-a049-473d8f183e23;152
147;user_000001;479e7d42-dc63-4465-b2da-eb08eae98983;2
148;user_000001;480fe2de-acf3-4f59-98fd-867891f6300c;13
149;user_000001;487672a5-469e-432d-aff7-f8f647e2dfdd;1
150;user_000001;48dc5b7e-f4d2-47ab-911a-e39ba892074a;1
151;user_000001;48e78462-2f0b-4a1a-9fa4-0585e2991e80;1
152;user_000001;48ec4bb6-47a6-4e2c-8287-7617464eb193;2
153;user_000001;495fe320-091e-43eb-9321-54a20e7c3f98;55
154;user_000001;4967c0a1-b9f3-465e-8440-4598fd9fc33c;138
155;user_000001;498adc41-4779-43ff-bb60-90f76b98c0d3;42
156;user_000001;4a76400d-283f-492e-9754-18ef41755f81;1
157;user_000001;4b61339a-4074-43a6-bf6b-7f9d0d5d530f;3
158;user_000001;4bd19b19-4ef4-42e0-ac5c-a21f709d248b;1
159;user_000001;4c4e3121-4d12-4f7a-a77c-5becd849fb3c;481
160;user_000001;4c8dab3d-7b87-44ae-aec8-9b645f6b3e2d;2
161;user_000001;4d7283e2-ec8e-43da-ad00-d898b6fe889c;4
162;user_000001;4d86ad4e-28d8-4e9f-8cf4-735c57060fdc;152
163;user_000001;4da825c5-2cee-45d2-aed3-8ee1a045abd3;1
164;user_000001;4dece762-e1c9-4d92-9913-703da7213144;105
165;user_000001;4f15ae0a-cad3-4953-aee7-1dc353541875;1
166;user_000001;4f69da4b-55a9-434c-a150-6de477d8808f;54
167;user_000001;4f6dd51e-bfd7-4153-ace7-9316d1757a57;9
168;user_000001;4f8a0d9b-5777-40da-b29a-e9753d5ae693;7
169;user_000001;4fafdd2b-4cd0-4cc7-a338-cd94cfceeea4;13
170;user_000001;50a32791-ee43-4c67-aabc-3dc65e4a9838;7
171;user_000001;51d002d6-ff53-4fa1-88eb-503549538b5e;17
172;user_000001;51d2e0dc-6e8b-4833-a05c-c505a3161051;90
173;user_000001;5200e37a-4170-4365-9795-53c7c28e6079;53
174;user_000001;52fedf11-dbbb-439c-a997-c0935a1fe60b;45
175;user_000001;535afeda-2538-435d-9dd1-5e10be586774;7
176;user_000001;54a38eab-579c-4024-8033-f38b84f07ba0;41
177;user_000001;55a8b485-1cbf-47ee-ae15-d106200fafe8;17
178;user_000001;55aa68a7-3aed-4bba-8262-182ada13c006;3
179;user_000001;55c8de21-66df-4285-9b9f-41b8e8673e3c;42
180;user_000001;565eef0d-e708-42e8-9f45-cd11849e233a;19
181;user_000001;56805268-cec3-4820-9a32-e2f7ace247c6;1
182;user_000001;56a70482-5528-4bef-8da2-a33cf098ce9b;263
183;user_000001;56c6ebf8-a19d-4462-913d-049f954608ed;4
184;user_000001;58368691-5b44-45d8-b617-47a7633f5e30;7
185;user_000001;58e5332d-383e-414c-9917-776d7b1493a2;9
186;user_000001;59223007-2367-4505-8af8-6ea96f0fbc5f;15
187;user_000001;59479c29-54ce-429d-9ef8-b7005cd1b6be;12
188;user_000001;59ae7a1a-f454-435b-8a5a-e327e692bb5a;2
189;user_000001;59d27db5-1f79-44e5-98a9-7d7aefdffd6a;4
190;user_000001;5a557973-2e65-4429-a60d-a9886bfbac6a;26
191;user_000001;5b3d1c89-c602-417e-a3f3-c3c9397d8ac8;4
192;user_000001;5b5bd864-33a2-49b0-a70a-84d3a0eef56a;6
193;user_000001;5c71ea68-9238-4dfc-8519-bd6eff6bc28b;1
194;user_000001;5ddcd28d-e3b9-4e07-a853-d0a6316e64ea;2
195;user_000001;5dfa70d0-d170-4b5d-a901-e6c2edc96dd1;9
196;user_000001;5e29d25a-ba6f-4029-9dd4-c3c07e232482;1
197;user_000001;5e4612fe-b746-41c4-97ad-f0e29f698d47;1
198;user_000001;6080c60a-6e87-44a6-a1e1-e5ff3a613818;3
199;user_000001;61fee886-6c4a-415b-8180-da43cbb169ff;11
200;user_000001;623f2314-9bf9-4cd4-b984-8f66bc807f58;7
201;user_000001;630662ea-1c7d-4208-99fd-ba3afec20f0c;12
202;user_000001;64b94289-9474-4d43-8c93-918ccc1920d1;1
203;user_000001;650e7db6-b795-4eb5-a702-5ea2fc46c848;5
204;user_000001;65e14a69-2fd2-4ae2-9db2-b5b68639124d;13
205;user_000001;6622a50e-5206-44d0-9ad5-96047a726dcf;1
206;user_000001;6685bdd9-37f3-4323-8f7c-0e7bb9103e6d;7
207;user_000001;669c8a8f-0881-4687-b0a9-57e3ef4755d9;1
208;user_000001;66a7f1f8-0ad6-4e3a-9346-a643e2739a8c;80
209;user_000001;6715de04-77fd-4b5b-b736-4d96afb16493;7
210;user_000001;6732e9f3-5f24-4ba4-aef1-a2a49442b96b;1
211;user_000001;67930b3e-e00b-469f-8c74-fd69f20522ec;4
212;user_000001;67fb65b5-6589-47f0-9371-8a40eb268dfb;2
213;user_000001;68179c0f-792c-407c-8b51-fc2f1b72be91;1
214;user_000001;6838ca8e-da88-436c-a0fd-6d3a7e832f1f;1
215;user_000001;688f90a0-7b56-4ce0-a3e0-4cfec74b851d;4
216;user_000001;68e04d54-f5e3-40a7-b8cd-c78ab9732196;3
217;user_000001;68fb131b-858d-4b7f-93b8-5b1924908421;32
218;user_000001;69158f97-4c07-4c4e-baf8-4e4ab1ed666e;180
219;user_000001;697c0f19-bbf7-4793-a565-d26cc55c60ec;3
220;user_000001;69f95e5c-4b34-4c8b-b8fe-c59f9296195a;18
221;user_000001;6a516c6b-3e4a-4f2b-9f0f-c22d9e44590e;2
222;user_000001;6a8bd368-c0a9-4e15-9a97-154d00e6a751;16
223;user_000001;6acf709d-9deb-46de-aaa4-44e3b835c15f;3
224;user_000001;6b21d6fd-4cec-479e-a1d4-a71b0f7ed6d4;9
225;user_000001;6b55530c-efc2-46e1-9703-d9c08cacf6af;10
226;user_000001;6b77d8ef-c405-4846-9d5f-2b93e6533101;13
227;user_000001;6ba4e4b2-4587-47f7-8fe9-ec4eb172d5e7;6
228;user_000001;6be2828f-6c0d-4059-99d4-fa18acf1a296;111
229;user_000001;6c639b1f-5390-4ec9-b3f8-7afe1562e107;11
230;user_000001;6d4c4759-8a16-4b9f-83e2-4c225307fc85;13
231;user_000001;6e5c1366-5891-4e01-bb13-6c8b2c8cdd35;12
232;user_000001;6e7ee74b-ecbe-4b6e-99d2-eac842208520;4
233;user_000001;6e87f3be-7b56-46cf-9b1b-e2e5a23d98fa;3
234;user_000001;6ea0f255-4920-44e4-89ff-586c27b219a0;6
235;user_000001;6f2b7fb3-3caf-4fea-84ab-dfa2de076672;1
236;user_000001;6f3d4a7b-45b2-4c08-9306-8d271e92cb4f;15
237;user_000001;6fc94450-1171-409a-8535-9ec9454b90eb;1
238;user_000001;6fd224b6-4a22-433f-81a6-06837a3b011a;1
239;user_000001;6fdd3b3e-1ea6-4da9-8d6f-8f8de01c133a;7
240;user_000001;7002bf88-1269-4965-a772-4ba1e7a91eaa;19
241;user_000001;705dae76-d667-49b4-b3e2-fb2fc73215b6;9
242;user_000001;70d805c6-99b1-4a05-9e87-472cd6eb365b;2
243;user_000001;714f6ddc-ad08-44fd-9adb-13273b636ab6;1
244;user_000001;722b7419-7697-4804-ae64-1fda111ed24e;1
245;user_000001;729f53d9-7def-468e-9060-263f3772ec07;1
246;user_000001;734b8ad4-fe8f-4ebe-9f9b-6ab61f5e8d9f;2
247;user_000001;738f5d0d-3704-44db-823f-8ddad2dc1508;15
248;user_000001;741e3003-136a-4fd1-9aef-183cfe7d535b;1
249;user_000001;76da816f-ea05-4172-ad9e-ffb69c32199f;136
250;user_000001;770ccf83-47ce-4fa1-83ec-d8fc24269784;3
251;user_000001;77493da4-d25b-4fa9-8ab7-bd73faf1c20e;1
252;user_000001;77586a91-4586-4962-b836-e496d3a05432;1
253;user_000001;78a1a251-4665-42d5-b5f1-9d1f40b57831;1
254;user_000001;78bc0c28-0477-4a6b-a1d8-87361bea35a1;1
255;user_000001;7935ac9d-f99f-4659-8eb4-59dc1d20e811;136
256;user_000001;7a4311d2-5f0e-40df-b03d-ac4a5465b236;2
257;user_000001;7a706999-2a62-4285-b723-e4f313a0f6c7;1
258;user_000001;7acd1090-79ae-4714-9047-ba8ab6b415f4;4
259;user_000001;7ad2826f-0a07-4c72-bb8f-6a4826ef71df;47
260;user_000001;7b05d6fe-91e8-4cb9-a401-2a13b1578716;2
261;user_000001;7b290da1-03f2-4d91-8f6e-0e4930e39831;3
262;user_000001;7b42e4cf-650b-4fe0-bc7d-c95e31247729;2
263;user_000001;7b52603c-a84c-4a76-8dc8-899bb4dd9fa7;6
264;user_000001;7b83ad2e-722b-49fa-b6c0-914ac1092a3f;25
265;user_000001;7bcd1d7e-e28b-4370-9305-ba65ae96ee42;27
266;user_000001;7bee6a4d-c00e-4a13-b52b-2af21f6a5c7e;18
267;user_000001;7c158ea8-c0aa-410e-bdc1-20bba9759577;271
268;user_000001;7c878108-6790-4daf-b7a3-9d3d98495178;1
269;user_000001;7c89d2d2-7016-4c5b-bf38-f4b8cf2a370a;4
270;user_000001;7cf7c106-14e1-4c22-9341-7e7eb73b26a2;1
271;user_000001;7d99d976-c247-4756-a250-f3de5c190866;121
272;user_000001;7dafc8b7-8d46-49b7-bc48-558b1fd181e9;14
273;user_000001;7e43b099-8587-4b56-bd4c-66170d0bdb8a;2
274;user_000001;7e4ed7c1-9b21-4384-ae52-1596bcc62a40;2
275;user_000001;7e54d133-2525-4bc0-ae94-65584145a386;444
276;user_000001;7e66c9f6-2451-408e-88ff-2af55276caf1;53
277;user_000001;7f6a2b09-0666-410c-a5fb-b8cb111fdc8e;1
278;user_000001;80a0ab61-c33d-4a59-a950-aaf3b69d3251;1
279;user_000001;80fb9c75-af15-4a6b-9528-715f9ef4ebea;3
280;user_000001;81196b85-ae0f-47be-a3a5-1c1b393c01c9;1
281;user_000001;826a05c0-d560-4411-a39b-2d6d50a2acc6;7
282;user_000001;834203f5-f122-4143-9b8c-b8d6df855dd4;3
283;user_000001;83e5d4c7-0e5e-4084-8ca0-f8f93d7469ce;1
284;user_000001;83e71a21-caf7-4e48-8ff7-6512d51e88a3;2
285;user_000001;83f4e8a3-56eb-4045-8441-bc67628ee04b;1
286;user_000001;843e7c5a-4a43-4763-aa26-6349e615c200;2
287;user_000001;849db3f8-0c48-4a30-bba6-07bdc693c551;6
288;user_000001;8519dd16-fbea-4b37-83dc-88ca3fdb3aab;46
289;user_000001;8522b9b6-b295-48d7-9a10-8618fb80beb8;1
290;user_000001;852cc178-8678-4e98-a34b-6a319dc00c8c;5
291;user_000001;8607bdd2-72c5-4837-a125-24a2f01e9954;7
292;user_000001;869b7ce1-e30f-4f90-afdd-fa42a00d8db6;2
293;user_000001;86ddf86f-b593-4531-a559-c506aad63535;4
294;user_000001;870b79e0-10b7-4e19-b11f-65607cffad9a;2
295;user_000001;87225a21-c925-41cd-852f-be4b052d0824;5
296;user_000001;873aae8b-3d7f-4d41-8c30-6e4a368b6d00;2
297;user_000001;878e89cb-5509-4fa1-b429-f05e762a619b;17
298;user_000001;87c5dedd-371d-4a53-9f7f-80522fb7f3cb;448
299;user_000001;88c7bc11-a2a7-4acc-8bad-cbe3e693b41f;8
300;user_000001;89453d7b-e871-4658-9f57-c33f3cf11eab;1
301;user_000001;8970d868-0723-483b-a75b-51088913d3d4;50
302;user_000001;8a9ac1cb-faae-434e-8d60-b139a3707dfc;38
303;user_000001;8bf34fc7-8b63-460d-983f-7d1c1435d285;8
304;user_000001;8bfac288-ccc5-448d-9573-c33ea2aa5c30;11
305;user_000001;8c92cef7-52ae-49cd-bf5d-97078a977d58;4
306;user_000001;8ed19b18-43ac-4d0d-8d3b-12daff3ef457;2
307;user_000001;8ed2e0b3-aa4c-4e13-bec3-dc7393ed4d6b;6
308;user_000001;8f3c1952-2cb2-47c1-9523-7c783ecad932;6
309;user_000001;8fb38cad-a97d-44ab-9e7e-c765718e25e7;8
310;user_000001;8fb61843-e724-41b4-86bd-6e3b3dfe9c6e;5
311;user_000001;9030ae90-4db2-4a9c-aa08-01cf17a86b58;5
312;user_000001;91652f18-ce2d-40e1-b6ab-07179a82fb12;1
313;user_000001;9175d468-8ba8-412d-8b51-7097b99ed5a7;11
314;user_000001;919ac2b3-aa04-4732-93f8-742ebb7a03f2;1
315;user_000001;92205d28-0090-4a64-8fa9-592e366d2cbb;6
316;user_000001;92a0f97c-311e-4ca9-8bb3-247b3d96d41b;3
317;user_000001;92c65ff3-ee8e-4e77-970b-a395a4d8c6f1;1
318;user_000001;92d08305-85df-4c25-b4dc-75a9a28a36f4;12
319;user_000001;93021390-148a-4134-8292-b8974ead80b8;6
320;user_000001;9309954a-d550-484d-8cda-8b9f111a7212;1
321;user_000001;93145373-4db9-44cd-a038-aa718342af4f;2
322;user_000001;9490ae25-a08b-41ce-88bb-605f48b8ff63;30
323;user_000001;94965b62-c283-44db-9d50-8514d4c19179;1
324;user_000001;95214660-2af2-4411-b53b-62abff681610;12
325;user_000001;959cf5bf-ee29-4af6-a85a-0b480181d988;39
326;user_000001;95b70687-5d54-4caf-9c3d-49aedcbdbe50;6
327;user_000001;95e92d7d-dc5b-4f48-bcb7-5628a5c3536f;1
328;user_000001;95f7588e-a838-464e-a03a-348ea93503f8;17
329;user_000001;966114b2-b698-468b-be69-ef4205b27dcf;2
330;user_000001;9689aa5a-4471-4fb4-9721-07cecda0fa9f;4
331;user_000001;971032e1-36a5-4229-9315-75701a9e0a39;2
332;user_000001;991b8af4-328a-4441-8dc5-f7af0c89af08;1
333;user_000001;994a24ad-f5a5-40e5-af9e-de7ffd930871;29
334;user_000001;9a709693-b4f8-4da9-8cc1-038c911a61be;13
335;user_000001;9abfb2cd-7a7f-444a-b1db-7e5dd1def050;11
336;user_000001;9b5b1bd6-7798-441e-9ece-43693628d66d;7
337;user_000001;9c3bb864-f8a6-43be-814f-c156af98a846;8
338;user_000001;9cde582c-7ea6-4864-ac12-530e9b23f8ec;1
339;user_000001;9d7ce3bf-9ea8-4750-a9c8-6344dff0fe08;2
340;user_000001;9ddce51c-2b75-4b3e-ac8c-1db09e7c89c6;67
341;user_000001;9ec90f51-2c4a-495b-b478-2dfc9c07f8bc;1
342;user_000001;9fedf828-db46-4a77-aa1f-f07fea7dcfb8;1
343;user_000001;a0179b4e-d19c-4420-b80b-79d90a4dce13;1
344;user_000001;a0c18cb0-a195-4012-99bf-54a0168f6b0d;1
345;user_000001;a14b9290-9fa4-4172-bf93-a04abefdc445;11
346;user_000001;a15ed039-7967-4bf9-b660-7aa89471f9fb;1
347;user_000001;a16e47f5-aa54-47fe-87e4-bb8af91a9fdd;12
348;user_000001;a23cf927-b533-47e9-a453-384765afb3b1;4
349;user_000001;a2eb319d-a45e-43c3-bb14-d0ffb577222c;3
350;user_000001;a3031680-c359-458f-a641-70ccbaec6a74;142
351;user_000001;a36e9173-2c46-42c6-b319-e9a4155ef2aa;9
352;user_000001;a3934f47-c4cc-4e73-8b37-ce41775797d4;6
353;user_000001;a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432;5
354;user_000001;a4364290-a1eb-440b-a433-36820e2b2bf4;69
355;user_000001;a4f478db-7e4f-4d85-b676-14619b0e838a;2
356;user_000001;a4f4fa8a-48bd-4d26-b3b7-88e57e908ffe;1
357;user_000001;a5041a85-efdb-4115-bd73-fd9142d2c4ae;2
358;user_000001;a534acd7-33ba-4593-bb74-137b99cddadd;4
359;user_000001;a56bd8f9-8ef8-4d63-89a4-794ed1360dd2;10
360;user_000001;a58a5d1f-9467-4df4-a157-eabb24d6bf28;1
361;user_000001;a64814a3-4a4f-4861-9cd9-fe4ef0f685f0;7
362;user_000001;a65442a0-7cf2-4994-91ab-aa3d3bb7c960;1
363;user_000001;a74b14a2-28c5-4cfd-95a4-9ebb1c5d1a18;19
364;user_000001;a74b1b7f-71a5-4011-9441-d0b5e4122711;247
365;user_000001;a7835277-ab17-4506-a033-60f018757b84;100
366;user_000001;a78d2a35-c083-4179-a5d8-49f84e5ec863;149
367;user_000001;a7e2a52b-db71-4ef1-892b-4a1b8a3825e5;1
368;user_000001;a7f7df4a-77d8-4f12-8acd-5c60c93f4de8;855
369;user_000001;a81c4cff-a239-4802-836e-fee5b2a5a77f;2
370;user_000001;a81dde75-8a81-40aa-ba73-cad6d3dd9ed9;1
371;user_000001;a8704ddb-1ffe-4049-ae53-2d91fec2c143;6
372;user_000001;aa12d38f-a28c-4217-92d1-be8b615bd356;5
373;user_000001;aa1d542d-11c6-4bf3-8219-28a781de29ea;10
374;user_000001;aaa530b8-a0c1-4c66-a1ad-70afbc520a6b;8
375;user_000001;ab2241c7-ff64-4b52-90d8-4a7b0517d47c;18
376;user_000001;ab588c04-5500-4254-a1c5-5d67d76ec566;33
377;user_000001;abd66d19-8e3a-4a68-900e-e519d37cae76;4
378;user_000001;abee98f6-5239-4abf-bbe6-e1e2815a0dd6;9
379;user_000001;ac5b9fe7-c985-4330-bca3-fd142cd948e0;9
380;user_000001;ac69016f-42cc-4322-b70e-101458b769aa;24
381;user_000001;ac7a8c7d-33de-487d-b774-45046e38c89f;4
382;user_000001;ad0811ea-e213-451d-b22f-fa1a7f9e0226;8
383;user_000001;ad9f40c8-6e7e-40eb-89b2-22c455305824;12
384;user_000001;adc589b7-fe7d-4b86-896f-399c7f2d3996;37
385;user_000001;ae8e50f7-acd1-424b-8295-2c036b30d809;5
